index,SMB,HML,GDPGrowth,totalConsumptionLevel,roa_ttm_exposure,current_ratio_exposure,PB_exposure,PE_exposure,PCF_exposure,DivYield_exposure,PS_exposure,turnOver_exposure,NPM/CA_exposure,operatingMargin_exposure,liquidityRatio_exposure,cashRatio_exposure,LTDebt/E_exposure,ARBR_AR_exposure,ARBR_BR_exposure,BBIBOLL_exposure,BIAS_exposure,CCI_exposure,DPO_DPO_exposure,DPO_DPOMA_exposure,EMV_exposure,KDJ_K_exposure,KDJ_D_exposure,KDJ_J_exposure,MA_exposure,MACD_MACD_Line_exposure,MACD_Signal_Line_exposure,MACD_MACD_Histogram_exposure,MTM_MTM_exposure,MTM_MTM_MA_exposure,OSC_OSC_exposure,OSC_OSCEMA_exposure,PSY_PSY_exposure,PSY_PSY_MA_exposure,RSI_exposure,TRIX_exposure,VOSC_exposure,VRSI_exposure,VSTD_exposure,VWAP_exposure,WMSR_exposure,WVAD_exposure
0,-0.002343077,0.00085054,6.7,20800.56,-1.075891872,0.744649603,-0.595275504416581,0.10006691325,0.438592054585712,-0.267471956338102,-0.647720323704591,0.253520279885489,-0.183638998,-1.113216257,-0.802344646,-0.522724297,0.703100767,0.0368446982718998,0.686942612362596,-1.017827366,-0.318173931427916,0.778514160985839,0.6894555305,0.474751935951024,0.53643491281022,0.0771910245389552,0.22309017907243,-0.40846449042342,-1.01117964992796,0.351427330125803,0.336637486221884,0.252538087784201,0.717264227974949,0.611191938026258,0.430705176319164,0.617569379977519,0.153460421772319,0.258246564308047,0.660671222188093,0.298847287892294,1.56203299925,-0.7263348035,1.35293094075,-1.02114631125,0.659494525929705,0.272129528102622
1,-0.002343077,0.00085054,6.7,20800.56,-1.075891872,0.744649603,-0.607885335482434,0.10006691325,0.429917838414288,-0.267471956338102,-0.649848261295409,0.202153377015545,-0.183638998,-1.113216257,-0.802344646,-0.522724297,0.703100767,0.0368446982718998,0.507109962913474,-1.017827366,-0.318173931427916,0.778514160985839,0.6894555305,0.489199221300613,0.300612442655556,0.0620668356163527,0.204444885584264,-0.72941051854609,-1.01792196607204,0.352179134534037,0.336637486221884,0.238418551849507,0.601524103898412,0.659464417063271,0.276979414485735,0.654474450612629,0.125183329775115,0.210823564859238,0.322611783912628,0.338403977761264,1.56203299925,-0.7263348035,1.35293094075,-1.02114631125,-0.467469437363186,0.361973250897378
2,-0.002343077,0.00085054,6.7,20800.56,-1.075891872,0.744649603,-0.607144682517567,0.103918089705919,0.438511358585712,-0.262363038749695,-0.647720323704591,0.286483734984455,-0.183638998,-1.113216257,-0.802344646,-0.522724297,0.703100767,0.0641812437596209,0.563442865361965,-1.017827366,-0.611755718572085,0.570647380048045,0.686865989227609,0.482285986699387,0.303701389267112,-0.239537305077654,0.0760536536716532,-0.656933539015246,-1.014550808,0.344636152465963,0.334532359175377,0.192547972683146,0.576057186101588,0.655588243455236,0.315434795097551,0.715201126022481,-0.256249975273717,0.233288235140762,0.213627157811907,0.340832882173221,1.56203299925,-0.25922577205377,1.33363260698093,-1.02040249192897,-0.51477521478326,0.829600795897378
3,-0.002343077,0.00085054,6.7,20800.56,-1.075891872,0.744649603,-0.60805319358342,0.0962157367940809,0.429998534414288,-0.260880244574101,-0.649848261295409,0.094709847114511,-0.183638998,-1.113216257,-0.802344646,-0.522724297,0.703100767,0.0322179496965795,0.563442865361965,-1.017827366,-0.611755718572085,0.615470252980276,0.692045071772391,0.580075392048976,0.303701389267112,-0.239537305077654,0.0760536536716532,-0.656933539015246,-1.014550808,0.472894088874197,0.347909936380854,0.192547972683146,0.287344728025051,0.655588243455236,0.315434795097551,0.465459427387371,-0.256249975273717,0.103435529691953,0.290915164087372,0.340832882173221,1.56203299925,-1.19344383494623,1.37222927451907,-1.02189013057103,-0.51477521478326,-0.195498016897378
4,-0.002343077,0.00085054,6.7,20800.56,-1.075891872,0.744649603,-0.639422204967074,0.07588940425,0.399226961585712,-0.237928639425899,-0.664859904443276,0.051417231,-0.183638998,-1.113216257,-0.802344646,-0.522724297,0.703100767,0.15717958075,0.33619553125,-1.017827366,-0.50029463325,0.4019342205,0.450547529436042,0.703308338874182,-0.0574385514226681,-0.300802466788699,-0.1182318515,-0.478504410515245,-1.017827366,0.550850327874197,0.410040533619146,0.0116212899673471,-0.0277959089617313,0.351297413973742,0.0897827703191638,0.277408436612629,-0.302611623775115,-0.0557520056919528,0.00808526425000001,0.292518258107707,1.53707423667096,-0.657694119710112,1.06525991207016,-1.03114904875,-0.307280860636814,-0.102461372352622
5,-0.002343077,0.00085054,6.7,20800.56,-1.075891872,0.744649603,-0.664138165032927,0.07588940425,0.355428508414288,-0.201148603250305,-0.678985546034094,0.051417231,-0.183638998,-1.113216257,-0.802344646,-0.522724297,0.703100767,0.15717958075,0.33619553125,-1.017827366,-0.50029463325,0.4019342205,0.31391584089126,0.703308338874182,-0.113866450577332,-0.310978014711301,-0.1182318515,-0.478504410515245,-1.017827366,0.503706373465963,0.427751016824623,-0.0224303689673471,-0.128680885038269,0.136270109936729,-0.020065147514265,0.225473585977519,-0.433979473772319,-0.192631893140762,0.00808526425000001,0.271552262238736,1.29645019604266,-0.657694119710112,1.02344569153203,-1.03114904875,-0.440046512929705,-0.482072830147378
6,-0.002343077,0.00085054,6.7,20800.56,-1.075891872,0.744649603,-0.645328043967074,0.07588940425,0.381296403585712,-0.220909405749695,-0.673270328261315,0.051417231,-0.183638998,-1.113216257,-0.802344646,-0.522724297,0.703100767,0.15717958075,0.396393869474561,-1.017827366,-0.376397892221762,0.4019342205,0.32167253310874,0.651795213300613,-0.085652501,-0.244775440288699,-0.1182318515,-0.289032760484755,-1.017827366,0.399045954534037,0.488425067778116,-0.00131842103265286,-0.078238397,0.0987413660632713,0.055797854514265,0.192232890022481,-0.316268119226283,-0.173972270859238,0.0632735448877325,0.281126919761264,1.01059787795734,-0.471677484289888,0.626697278467973,-1.02367553542897,-0.343177592716741,0.641650661147378
7,-0.002343077,0.00085054,6.7,20800.56,-1.075891872,0.744649603,-0.658232326032927,0.07588940425,0.373359066414288,-0.201951763574101,-0.673270328261315,0.051417231,-0.183638998,-1.113216257,-0.802344646,-0.522724297,0.703100767,0.15717958075,0.275997193025439,-1.017827366,-0.624191374278238,0.4019342205,0.213764683563959,0.485206295951024,-0.085652501,-0.367005041211301,-0.1182318515,-0.289032760484755,-1.017827366,0.308519316125803,0.488425067778116,-0.00949065796734715,-0.078238397,0.0550218670262581,-0.0455711403191637,0.0949613033873707,-0.316268119226283,-0.340589619308047,-0.0471030163877325,0.221419891892294,0.973529446329045,-0.471677484289888,0.480730082929842,-1.03862256207103,-0.343177592716741,-1.22618486364738
8,-0.002343077,0.00085054,6.7,20800.56,-1.075891872,0.744649603,-0.665924708416581,0.066416273,0.372331124585712,-0.226381589087797,-0.680400137204591,-0.084493878,-0.183638998,-1.113216257,-0.802344646,-0.522724297,0.703100767,0.0933395687596209,0.185517380362596,-1.02506767538269,-0.601052070899678,-0.118045554048045,0.0673809174360415,0.298302848048976,-0.349757188267112,-0.527457238461045,-0.37781368092757,-0.48014258742342,-1.0253083850751,0.162645811874197,0.482752248380854,-0.186101415215799,-0.22267033425,-0.169805302731493,-0.252479960680836,-0.0951223833873708,-0.161982332273717,-0.442541292583643,-0.260250843811907,0.0114837811077066,0.0385035936709555,-0.33080823819623,0.34214532675,-1.05686490011738,-0.786249627853555,0.356460130263306
9,-0.002343077,0.00085054,6.7,20800.56,-1.075891872,0.744649603,-0.690941316482434,0.066416273,0.329128148414288,-0.178095770912203,-0.694770037795409,-0.084493878,-0.183638998,-1.113216257,-0.802344646,-0.522724297,0.703100767,0.0882673616965795,0.0370626469134742,-1.04525466804034,-0.947093675956154,-0.423501083980276,-0.0336989811087402,0.214014645699387,-0.349757188267112,-0.936788901383648,-0.605191937415736,-0.87040416654609,-1.03222025021918,0.152638880465963,0.446414363175377,-0.207841589150493,-0.22267033425,-0.202563320768507,-0.256961438514265,-0.146035236022481,-0.161982332273717,-0.442541292583643,-0.288451006087372,-0.0402600677612637,-0.288649788957344,-0.32798766830377,0.34214532675,-1.07260839775945,-0.993745944146446,-0.92775543053145
